tanggal,PM2.5,PM10,SO2,NO2,CO,O3,Status_Kualitas_Udara
2013-04-28,88.45833333333333,118.70833333333333,31.208333333333332,48.208333333333336,1453.9166666666667,87.95833333333333,Tidak Sehat
2013-04-29,20.375,50.541666666666664,3.0416666666666665,19.041666666666668,270.8333333333333,90.31105000000001,Normal
2013-04-30,20.333333333333332,38.375,5.166666666666667,16.125,304.1666666666667,88.375,Normal
2013-05-01,58.75,79.54166666666667,11.791666666666666,29.708333333333332,510.4166666666667,88.875,Tidak Sehat
2013-05-02,86.58333333333333,119.41666666666667,32.458333333333336,45.0,1037.4583333333333,91.08333333333333,Tidak Sehat
2013-05-03,77.04166666666667,79.625,20.791666666666668,28.833333333333332,775.0,120.70833333333333,Tidak Sehat
2013-05-04,112.16666666666667,128.33333333333334,20.75,36.041666666666664,879.1666666666666,107.45833333333333,Tidak Sehat
2013-05-05,161.29166666666666,176.8125,30.416666666666668,39.5,1118.5833333333333,122.58333333333333,Tidak Sehat
2013-05-06,187.125,222.08333333333334,32.166666666666664,41.5,1516.4166666666667,135.75,Tidak Sehat
2013-05-07,145.08333333333334,179.125,35.291666666666664,54.208333333333336,1208.125,125.875,Tidak Sehat
2013-05-08,166.79166666666666,159.70833333333334,38.666666666666664,54.333333333333336,1554.0416666666667,105.83504166666667,Tidak Sehat
2013-05-09,50.083333333333336,54.791666666666664,11.291666666666666,41.166666666666664,441.6666666666667,53.395833333333336,Normal
2013-05-10,37.166666666666664,60.333333333333336,5.791666666666667,34.375,208.33333333333334,56.958333333333336,Normal
2013-05-11,22.416666666666668,63.5,5.958333333333333,31.75,184.6846846846847,63.642050000000005,Normal
2013-05-12,48.0,63.375,7.708333333333333,38.458333333333336,144.481981981982,79.0,Normal
2013-05-13,97.16666666666667,113.0,32.416666666666664,45.958333333333336,1054.1666666666667,97.70833333333333,Tidak Sehat
2013-05-14,93.08333333333333,77.79166666666667,6.583333333333333,21.208333333333332,308.3333333333333,93.86136666666665,Tidak Sehat
2013-05-15,49.625,114.375,24.583333333333332,43.791666666666664,916.5833333333334,100.91666666666667,Tidak Sehat
2013-05-16,53.75,121.25,23.75,40.416666666666664,868.6666666666666,99.25406666666667,Tidak Sehat
2013-05-17,124.16666666666667,157.0,26.416666666666668,51.916666666666664,1099.9166666666667,88.83333333333333,Tidak Sehat
2013-05-18,142.33333333333334,165.79166666666666,20.041666666666668,41.666666666666664,1091.5833333333333,82.58333333333333,Tidak Sehat
2013-05-19,51.958333333333336,135.0625,5.791666666666667,23.791666666666668,483.3333333333333,64.70833333333333,Tidak Sehat
2013-05-20,30.375,110.20833333333333,7.166666666666667,32.333333333333336,341.6666666666667,87.66666666666667,Tidak Sehat
2013-05-21,81.41666666666667,199.70833333333334,26.416666666666668,47.208333333333336,891.625,106.02083333333333,Tidak Sehat
2013-05-22,84.95833333333333,152.20833333333334,31.958333333333332,40.833333333333336,1179.0416666666667,113.41666666666667,Tidak Sehat
2013-05-23,63.583333333333336,123.125,19.958333333333332,51.25,972.9166666666666,91.70833333333333,Tidak Sehat
2013-05-24,56.708333333333336,101.20833333333333,16.0,30.25,862.3333333333334,84.70833333333333,Tidak Sehat
2013-05-25,56.875,101.16666666666667,21.625,34.708333333333336,810.3333333333334,101.89583333333333,Tidak Sehat
2013-05-26,92.0,109.625,31.375,30.666666666666668,895.7916666666666,56.333333333333336,Tidak Sehat
2013-05-27,47.25,44.916666666666664,10.0,21.583333333333332,379.1666666666667,58.317341666666664,Normal
2013-05-28,74.58333333333333,75.0,11.333333333333334,44.666666666666664,629.1666666666666,22.791666666666668,Tidak Sehat
2013-05-29,16.291666666666668,58.416666666666664,11.208333333333334,21.374279411764704,158.33333333333334,61.75,Normal
2013-05-30,34.75,100.45833333333333,17.9504,36.47362058823529,483.3333333333333,90.75262083333332,Tidak Sehat
2013-05-31,96.91666666666667,170.125,36.0,33.458333333333336,1062.4166666666667,129.83333333333334,Tidak Sehat
2013-06-01,58.083333333333336,81.58333333333333,14.416666666666666,22.875,629.125,95.41666666666667,Tidak Sehat
2013-06-02,152.375,193.04166666666666,37.4375,41.125,2004.0833333333333,77.0625,Tidak Sehat
2013-06-03,121.5,139.6875,27.125,34.0,1329.0416666666667,118.16666666666667,Tidak Sehat
2013-06-04,134.79166666666666,136.85416666666666,26.041666666666668,38.75,1949.5416666666667,77.29166666666667,Tidak Sehat
2013-06-05,130.70833333333334,104.125,15.416666666666666,38.541666666666664,1845.5,23.791666666666668,Tidak Sehat
2013-06-06,110.25,102.75,19.166666666666668,40.625,2076.7083333333335,10.229166666666666,Tidak Sehat
2013-06-07,123.20833333333333,100.25,14.145833333333334,44.19283333333333,2108.1197916666665,4.8383,Tidak Sehat
2013-06-08,121.75,94.29166666666667,13.765866666666668,35.373475,2345.046875,4.406541666666667,Tidak Sehat
2013-06-09,38.833333333333336,31.083333333333332,6.6065000000000005,31.545333333333332,860.4166666666666,16.703033333333334,Normal
2013-06-10,8.916666666666666,25.166666666666668,3.0178333333333334,16.101602083333333,414.5833333333333,44.42075416666666,Normal
2013-06-11,5.375,59.166666666666664,3.0595,22.019329166666665,537.5,88.32795,Normal
2013-06-12,4.1875,66.91666666666667,9.326033333333333,17.418924999999998,808.1666666666666,114.32657499999999,Tidak Sehat
2013-06-13,30.166666666666668,129.83333333333334,27.29001666666667,22.375,1062.4583333333333,132.95645,Tidak Sehat
2013-06-14,105.0,163.25,21.6707,40.67613333333333,1034.7222222222222,127.53522500000001,Tidak Sehat
2013-06-15,127.41666666666667,161.95833333333334,30.725866666666665,35.63025416666667,1429.6527777777776,131.78513333333333,Tidak Sehat
2013-06-16,167.25,152.75,16.695266666666665,39.095820833333335,1611.8035714285716,73.70896666666667,Tidak Sehat
2013-06-17,62.25,51.916666666666664,3.0117666666666665,24.309116666666668,1010.1478174603175,81.10669166666666,Tidak Sehat
2013-06-18,33.291666666666664,58.291666666666664,5.58015,22.664368749999998,623.6111111111111,130.2491875,Tidak Sehat
2013-06-19,38.083333333333336,66.83333333333333,9.975900000000001,21.190691666666666,579.1666666666666,122.96855833333332,Tidak Sehat
2013-06-20,34.166666666666664,78.20833333333333,6.4223333333333334,39.65374583333333,626.3888888888889,96.28730833333333,Tidak Sehat
2013-06-21,28.833333333333332,74.16666666666667,11.154466666666666,37.471354166666664,638.1944444444445,76.29991666666668,Normal
2013-06-22,29.833333333333332,45.208333333333336,3.3777166666666667,29.291183333333333,562.5,31.691354166666667,Normal
2013-06-23,14.083333333333334,42.291666666666664,4.38365,21.275154166666667,535.4166666666666,90.4264,Normal
2013-06-24,46.166666666666664,114.95833333333333,5.041666666666667,23.75,1033.25,110.88515,Tidak Sehat
2013-06-25,48.479166666666664,81.79166666666667,7.247633333333333,28.5780125,975.9469696969696,55.292624999999994,Tidak Sehat
2013-06-26,77.41666666666667,106.33333333333333,3.7485,30.983191666666666,979.5454545454545,100.4638875,Tidak Sehat
2013-06-27,34.791666666666664,71.04166666666667,2.1063,33.6948625,870.4545454545455,113.623925,Tidak Sehat
2013-06-28,166.20833333333334,206.875,14.042,38.3654375,761.3636363636364,95.33685000000001,Tidak Sehat
2013-06-29,99.54166666666667,90.33333333333333,3.12375,30.324520833333334,652.2727272727273,59.253074999999995,Tidak Sehat
2013-06-30,200.08333333333334,190.29166666666666,7.2709,49.990550000000006,543.1818181818181,16.8191625,Tidak Sehat
2013-07-01,186.20833333333334,133.70833333333334,7.616,29.674404166666665,434.090909090909,34.28985,Tidak Sehat
2013-07-02,14.041666666666666,20.541666666666668,3.737,20.3403375,349.810606060606,76.5088,Normal
2013-07-03,21.041666666666668,40.375,9.0947,22.896829166666667,516.6666666666666,76.6587,Normal
2013-07-04,15.708333333333334,37.333333333333336,5.464099999999999,19.154291666666666,397.9166666666667,68.57502083333334,Normal
2013-07-05,17.958333333333332,33.75,7.583333333333333,18.083333333333332,470.8333333333333,80.83333333333333,Normal
2013-07-06,54.958333333333336,95.04166666666667,10.333333333333334,22.6875,814.5,123.64195000000001,Tidak Sehat
2013-07-07,73.125,77.45833333333333,5.666666666666667,16.0,770.8333333333334,114.66666666666667,Tidak Sehat
2013-07-08,73.29166666666667,66.375,3.125,21.166666666666668,847.9166666666666,100.95833333333333,Tidak Sehat
2013-07-09,73.91666666666667,45.625,3.125,30.5,837.5,25.708333333333332,Tidak Sehat
2013-07-10,20.75,26.625,3.2083333333333335,23.291666666666668,545.8333333333334,22.375,Normal
2013-07-11,27.625,40.833333333333336,3.833,27.875620833333333,565.1960784313725,51.89935,Normal
2013-07-12,51.875,68.20833333333333,4.19015,19.408175,780.6372549019608,98.05998333333334,Normal
2013-07-13,141.95833333333334,117.58333333333333,7.208333333333333,22.25,1270.8333333333333,102.70833333333333,Tidak Sehat
2013-07-14,128.0,109.79166666666667,11.708333333333334,20.583333333333332,1229.1666666666667,90.875,Tidak Sehat
2013-07-15,31.208333333333332,16.041666666666668,3.7083333333333335,25.25,1354.1666666666667,23.693191666666667,Normal
2013-07-16,13.0,14.875,3.2083333333333335,16.708333333333332,458.3333333333333,56.291666666666664,Normal
2013-07-17,33.75,57.5,6.125,23.416666666666668,583.3333333333334,101.04166666666667,Tidak Sehat
2013-07-18,153.79166666666666,124.83333333333333,14.166666666666666,24.375,1604.1666666666667,90.29166666666667,Tidak Sehat
2013-07-19,100.95833333333333,85.5,5.083333333333333,25.083333333333332,1029.1666666666667,60.833333333333336,Tidak Sehat
2013-07-20,41.625,50.333333333333336,3.0833333333333335,19.875,604.1666666666666,77.10416666666667,Normal
2013-07-21,84.16666666666667,101.5,5.416666666666667,31.208333333333332,987.5,63.0,Tidak Sehat
2013-07-22,114.91666666666667,112.70833333333333,7.8564,27.238741666666666,1352.0833333333333,67.3678,Tidak Sehat
2013-07-23,76.16666666666667,80.0,5.958333333333333,18.416666666666668,933.3333333333334,99.08278333333334,Tidak Sehat
2013-07-24,21.041666666666668,32.708333333333336,9.875,18.708333333333332,508.3333333333333,85.3125,Normal
2013-07-25,22.666666666666668,52.458333333333336,7.958333333333333,28.5,612.5,98.70833333333333,Normal
2013-07-26,45.583333333333336,62.125,20.416666666666668,42.541666666666664,1375.0,30.208333333333332,Normal
2013-07-27,84.04166666666667,59.708333333333336,6.875,36.958333333333336,1358.3333333333333,40.5,Tidak Sehat
2013-07-28,29.125,30.541666666666668,7.041666666666667,22.4375,675.0,79.35416666666667,Normal
2013-07-29,46.083333333333336,77.54166666666667,3.25,44.5,758.3333333333334,73.58333333333333,Tidak Sehat
2013-07-30,86.875,98.95833333333333,3.600683333333333,25.369820833333335,933.3333333333334,118.56103333333334,Tidak Sehat
2013-07-31,33.833333333333336,42.916666666666664,3.4166666666666665,20.708333333333332,512.5,116.29166666666667,Tidak Sehat
2013-08-01,31.625,30.5625,3.3333333333333335,23.083333333333332,579.1666666666666,71.10416666666667,Normal
2013-08-02,48.666666666666664,46.666666666666664,4.416666666666667,18.416666666666668,708.3333333333334,91.91666666666667,Normal
2013-08-03,21.041666666666668,42.083333333333336,3.9583333333333335,25.083333333333332,479.1666666666667,128.75,Tidak Sehat
2013-08-04,33.208333333333336,61.041666666666664,9.666666666666666,26.833333333333332,666.6666666666666,113.5,Tidak Sehat
2013-08-05,38.75,56.875,6.708333333333333,31.375,650.0,99.91666666666667,Normal
2013-08-06,126.0,141.625,4.375,32.625,1066.6666666666667,110.47916666666667,Tidak Sehat
2013-08-07,22.75,36.083333333333336,7.791666666666667,23.333333333333332,645.8333333333334,47.458333333333336,Normal
2013-08-08,22.958333333333332,37.791666666666664,13.208333333333334,14.458333333333334,587.5,98.95833333333333,Normal
2013-08-09,27.166666666666668,48.125,15.083333333333334,13.958333333333334,470.8333333333333,106.20833333333333,Tidak Sehat
2013-08-10,89.45833333333333,121.75,6.25,13.0625,795.8333333333334,131.41666666666666,Tidak Sehat
2013-08-11,133.25,129.70833333333334,9.083333333333334,21.625,1212.5,58.5,Tidak Sehat
2013-08-12,56.958333333333336,54.666666666666664,4.130766666666667,14.259974999999999,575.0,79.27873333333334,Tidak Sehat
2013-08-13,97.875,97.41666666666667,8.333333333333334,21.958333333333332,912.5,99.66666666666667,Tidak Sehat
2013-08-14,82.41666666666667,92.70833333333333,4.458333333333333,27.291666666666668,831.25,97.20833333333333,Tidak Sehat
2013-08-15,125.54166666666667,128.29166666666666,8.375,19.625,1079.1666666666667,109.08333333333333,Tidak Sehat
2013-08-16,133.08333333333334,129.41666666666666,4.416666666666667,20.666666666666668,1183.3333333333333,77.0,Tidak Sehat
2013-08-17,33.875,66.04166666666667,8.958333333333334,30.291666666666668,545.8333333333334,57.520833333333336,Normal
2013-08-18,10.791666666666666,24.75,4.166666666666667,23.166666666666668,466.6666666666667,77.41666666666667,Normal
2013-08-19,15.083333333333334,32.125,5.375,30.208333333333332,481.25,78.80530833333334,Normal
2013-08-20,78.70833333333333,96.08333333333333,7.583333333333333,37.416666666666664,1162.5,81.16666666666667,Tidak Sehat
2013-08-21,93.5,82.125,5.25,28.25,1020.8333333333334,91.35416666666667,Tidak Sehat
2013-08-22,96.625,107.25,1.9583333333333333,44.708333333333336,1043.75,45.921683333333334,Tidak Sehat
2013-08-23,39.125,55.083333333333336,6.041666666666667,29.958333333333332,758.3333333333334,63.041666666666664,Normal
2013-08-24,19.291666666666668,39.583333333333336,2.2083333333333335,27.125,529.1666666666666,84.33333333333333,Normal
2013-08-25,26.666666666666668,55.833333333333336,2.125,23.958333333333332,533.3333333333334,112.27083333333333,Tidak Sehat
2013-08-26,38.125,75.125,6.708333333333333,12.875,712.5,130.54166666666666,Tidak Sehat
2013-08-27,60.666666666666664,84.875,17.958333333333332,23.375,1345.8333333333333,55.186825,Tidak Sehat
2013-08-28,70.04166666666667,46.166666666666664,8.458333333333334,22.833333333333332,1958.3333333333333,41.708333333333336,Tidak Sehat
2013-08-29,19.458333333333332,31.0,6.958333333333333,22.958333333333332,595.8333333333334,39.104166666666664,Normal
2013-08-30,7.916666666666667,15.333333333333334,5.708333333333333,14.333333333333334,312.5,55.25,Normal
2013-08-31,10.458333333333334,24.333333333333332,15.0,20.5,391.6666666666667,53.75,Normal
2013-09-01,29.375,55.541666666666664,9.208333333333334,22.5,750.0,67.875,Normal
2013-09-02,43.291666666666664,59.25,7.75,27.708333333333332,754.1666666666666,94.64583333333333,Normal
2013-09-03,90.58333333333333,108.20833333333333,4.541666666666667,31.041666666666668,1137.5,108.66666666666667,Tidak Sehat
2013-09-04,54.916666666666664,46.333333333333336,1.0,26.666666666666668,854.1666666666666,74.20833333333333,Normal
2013-09-05,13.333333333333334,22.041666666666668,3.4166666666666665,18.625,545.8333333333334,67.0,Normal
2013-09-06,58.166666666666664,61.375,7.354166666666667,23.416666666666668,1191.6666666666667,79.41666666666667,Tidak Sehat
2013-09-07,54.625,59.125,2.1666666666666665,25.25,904.1666666666666,72.25,Normal
2013-09-08,70.58333333333333,88.54166666666667,11.208333333333334,24.416666666666668,1058.3333333333333,82.95833333333333,Tidak Sehat
2013-09-09,69.29166666666667,69.0,2.9583333333333335,28.979166666666668,833.3333333333334,63.75,Tidak Sehat
2013-09-10,39.583333333333336,45.375,5.833333333333333,31.458333333333332,558.3333333333334,33.666666666666664,Normal
2013-09-11,58.833333333333336,86.41666666666667,11.5,33.666666666666664,812.5,82.79166666666667,Tidak Sehat
2013-09-12,137.0,156.70833333333334,13.833333333333334,56.041666666666664,1358.3333333333333,53.416666666666664,Tidak Sehat
2013-09-13,72.29166666666667,67.625,3.0416666666666665,34.791666666666664,916.6666666666666,16.166666666666668,Tidak Sehat
2013-09-14,30.708333333333332,34.291666666666664,3.375,36.229166666666664,697.9166666666666,29.708333333333332,Normal
2013-09-15,21.458333333333332,53.541666666666664,6.208333333333333,41.208333333333336,508.3333333333333,44.83915,Normal
2013-09-16,43.208333333333336,99.125,7.875,43.922619047619044,870.8333333333334,40.125,Tidak Sehat
2013-09-17,89.54166666666667,118.25,5.5,77.53571428571429,1633.3333333333333,9.708333333333334,Tidak Sehat
2013-09-18,115.0,102.25,8.958333333333334,56.25,2129.1666666666665,33.416666666666664,Tidak Sehat
2013-09-19,107.54166666666667,87.83333333333333,9.458333333333334,40.958333333333336,1793.5416666666667,63.761783333333334,Tidak Sehat
2013-09-20,22.25,24.833333333333332,1.7916666666666667,32.166666666666664,416.6666666666667,62.791666666666664,Normal
2013-09-21,29.916666666666668,51.875,2.625,41.0,479.1666666666667,91.45833333333333,Normal
2013-09-22,77.70833333333333,96.0,3.5833333333333335,60.125,1118.75,26.270833333333332,Tidak Sehat
2013-09-23,23.083333333333332,33.416666666666664,2.375,43.083333333333336,541.6666666666666,17.25,Normal
2013-09-24,6.333333333333333,16.208333333333332,3.5833333333333335,41.041666666666664,254.16666666666666,31.708333333333332,Normal
2013-09-25,10.458333333333334,33.75,7.375,39.583333333333336,312.5,38.458333333333336,Normal
2013-09-26,35.5,73.83333333333333,7.7971,47.690729166666664,616.6666666666666,41.54765,Normal
2013-09-27,128.0,159.27083333333334,13.998433333333333,66.132625,1345.8333333333333,78.51929166666666,Tidak Sehat
2013-09-28,223.0,254.45833333333334,11.2547,62.53219583333333,1626.0416666666667,64.22678333333333,Tidak Sehat
2013-09-29,213.20833333333334,206.0,10.856566666666666,83.46015833333333,1509.375,17.76715833333333,Tidak Sehat
2013-09-30,136.29166666666666,114.375,11.086566666666668,57.068466666666666,1458.3333333333333,14.894416666666666,Tidak Sehat
2013-10-01,65.54166666666667,58.541666666666664,4.0472,33.055841666666666,876.1904761904761,34.499987499999996,Tidak Sehat
2013-10-02,12.25,23.520833333333332,4.279066666666666,32.3851,438.1912442396313,44.47136666666666,Normal
2013-10-03,54.458333333333336,77.375,17.022966666666665,48.27885833333334,1524.5071684587813,42.42423333333333,Tidak Sehat
2013-10-04,118.125,139.79166666666666,17.085133333333335,56.82339166666667,1733.611111111111,45.31025833333334,Tidak Sehat
2013-10-05,221.5,264.2708333333333,13.2425,54.894175,1961.8055555555557,46.62705,Tidak Sehat
2013-10-06,183.875,181.91666666666666,14.296199999999999,50.26560833333334,1442.5,23.919,Tidak Sehat
2013-10-07,69.45833333333333,74.125,2.4461999999999997,39.023337500000004,922.5,24.293850000000003,Tidak Sehat
2013-10-08,42.458333333333336,67.83333333333333,11.755833333333333,37.400483333333334,773.1944444444445,48.13559166666667,Normal
2013-10-09,123.33333333333333,141.33333333333334,15.625,64.54166666666667,1170.8333333333333,26.833333333333332,Tidak Sehat
2013-10-10,74.29166666666667,95.45833333333333,6.875,45.833333333333336,741.6666666666666,36.333333333333336,Tidak Sehat
2013-10-11,31.375,62.041666666666664,11.958333333333334,50.791666666666664,566.6666666666666,38.791666666666664,Normal
2013-10-12,51.666666666666664,88.25,8.458333333333334,59.375,691.6666666666666,38.333333333333336,Tidak Sehat
2013-10-13,42.875,67.625,7.791666666666667,58.25,691.6666666666666,12.625,Normal
2013-10-14,28.375,47.0,2.0416666666666665,34.666666666666664,479.1666666666667,24.875,Normal
2013-10-15,15.916666666666666,35.0,4.333333333333333,37.25,387.5,37.25,Normal
2013-10-16,43.5,83.41666666666667,12.291666666666666,61.666666666666664,683.3333333333334,23.708333333333332,Tidak Sehat
2013-10-17,116.125,134.95833333333334,16.125,80.75,1070.8333333333333,19.208333333333332,Tidak Sehat
2013-10-18,186.0,192.375,24.791666666666668,90.25,1733.3333333333333,13.208333333333334,Tidak Sehat
2013-10-19,60.625,51.833333333333336,8.375,40.291666666666664,670.8333333333334,29.125,Tidak Sehat
2013-10-20,16.5,33.5,7.041666666666667,41.833333333333336,454.1666666666667,30.083333333333332,Normal
2013-10-21,66.20833333333333,99.91666666666667,12.416666666666666,75.16666666666667,858.3333333333334,18.041666666666668,Tidak Sehat
2013-10-22,120.375,128.875,15.208333333333334,76.54166666666667,1241.6666666666667,18.875,Tidak Sehat
2013-10-23,22.166666666666668,73.29166666666667,10.625,30.5,375.0,39.333333333333336,Normal
2013-10-24,20.5,41.416666666666664,4.083333333333333,25.416666666666668,404.1666666666667,55.875,Normal
2013-10-25,37.416666666666664,52.166666666666664,9.958333333333334,46.333333333333336,525.0,36.166666666666664,Normal
2013-10-26,64.79166666666667,104.33333333333333,15.25,70.45833333333333,970.8333333333334,16.699525,Tidak Sehat
2013-10-27,137.41666666666666,160.5625,21.166666666666668,81.95833333333333,1412.5,16.502325,Tidak Sehat
2013-10-28,216.375,241.27083333333334,26.958333333333332,97.29166666666667,2102.0833333333335,20.00985,Tidak Sehat
2013-10-29,17.291666666666668,24.833333333333332,12.625,39.125,533.3333333333334,26.926725,Normal
2013-10-30,58.958333333333336,79.66666666666667,11.75,64.125,900.0,15.699075,Tidak Sehat
2013-10-31,126.91666666666667,143.02083333333334,12.041666666666666,82.29166666666667,1429.1666666666667,19.465425,Tidak Sehat
2013-11-01,162.29166666666666,165.25,11.875,90.16666666666667,1508.3333333333333,10.3173,Tidak Sehat
2013-11-02,197.04166666666666,205.70833333333334,12.635966666666667,96.70833333333333,1875.0,8.9205375,Tidak Sehat
2013-11-03,34.958333333333336,37.041666666666664,7.125,40.25,600.0,37.940175,Normal
2013-11-04,36.208333333333336,62.125,16.166666666666668,53.5,795.8333333333334,28.11375,Normal
